#{"t_start": 1622266080.0034418, "env_id": "BZ-Tetris2-v0"}
r,l,t
1418.0,354,18.327054
78.0,154,25.005918
434.0,179,33.040006
268.0,188,46.952833
556.0,242,57.584555
696.0,235,76.846723
705.0,258,95.107719
1264.0,388,112.006669
705.0,272,123.969696
458.0,266,140.672195
494.0,236,163.96586
272.0,174,171.921953
646.0,258,190.317796
489.0,224,199.994386
814.0,292,213.036438
620.0,300,242.853553
110.0,180,251.459975
900.0,286,264.861484
1249.0,330,285.88781
444.0,215,295.832926
250.0,216,313.196592
290.0,172,327.871863
308.0,194,336.749948
430.0,202,345.906446
236.0,141,352.434636
520.0,248,372.540239
534.0,210,390.80069
200.0,168,398.501053
551.0,256,410.557346
448.0,214,429.132306
851.0,268,443.331202
232.0,160,453.061329
466.0,192,462.158078
610.0,238,485.298582
782.0,260,496.474612
430.0,213,506.089896
692.0,262,525.115135
570.0,230,537.378438
340.0,197,565.284307
430.0,193,581.25029
254.0,208,590.939263
322.0,190,599.493052
900.0,274,612.579144
236.0,139,639.277097
200.0,172,661.995712
1069.0,318,683.332906
502.0,219,702.075444
873.0,300,715.877787
696.0,234,726.528681
200.0,144,732.621199
262.0,162,757.667699
-2.0,120,764.130636
376.0,242,780.127952
842.0,264,794.148905
340.0,167,813.492187
204.0,172,821.361944
254.0,208,830.926616
290.0,192,847.034986
520.0,224,867.128379
426.0,249,882.282135
1005.0,275,898.38793
634.0,242,923.755573
750.0,266,943.643652
872.0,282,956.160128
588.0,238,975.908001
398.0,218,991.529503
741.0,295,1010.415514
452.0,218,1061.217826
236.0,180,1071.111352
646.0,236,1082.275386
650.0,300,1101.337447
556.0,240,1112.26081
60.0,180,1122.304873
394.0,186,1143.693645
200.0,170,1163.545051
268.0,138,1172.370243
624.0,220,1183.573706
809.0,280,1195.754207
502.0,212,1210.448205
430.0,234,1228.574301
968.0,176,1236.778968
318.0,190,1261.817498
352.0,230,1275.739856
462.0,200,1287.922556
200.0,148,1295.466722
232.0,194,1316.386221
548.0,250,1328.029859
624.0,250,1339.468668
751.0,286,1381.109856
128.0,161,1390.48853
986.0,294,1408.455918
564.0,240,1431.890168
160.0,137,1443.921067
20.0,140,1449.821634
354.0,220,1460.486182
1145.0,280,1475.976342
950.0,336,1528.969954
462.0,240,1542.951566
1130.0,217,1553.144313
855.0,246,1569.80659
783.0,282,1582.985363
538.0,237,1594.251648
542.0,285,1635.546184
878.0,265,1647.947432
218.0,158,1655.181163
620.0,260,1672.801375
634.0,271,1684.69456
466.0,223,1703.681249
304.0,159,1732.24324
642.0,284,1751.506388
132.0,160,1762.097512
556.0,232,1774.90685
506.0,278,1804.974183
358.0,195,1815.244051
290.0,170,1826.659363
380.0,190,1858.079567
430.0,210,1871.885828
92.0,120,1878.264995
1432.0,350,1898.825029
272.0,180,1919.304488
430.0,234,1929.851808
764.0,290,1942.426608
760.0,278,1964.489875
745.0,252,1979.643138
538.0,224,2005.627834
254.0,176,2027.323009
402.0,235,2038.09491
746.0,290,2051.441899
304.0,200,2067.931218
1105.0,236,2083.557303
530.0,200,2105.618688
42.0,137,2115.550685
394.0,236,2150.694976
232.0,177,2159.570894
534.0,254,2171.516071
580.0,296,2198.354153
924.0,290,2211.515393
466.0,181,2219.914488
498.0,260,2237.771982
498.0,226,2269.794828
484.0,220,2282.1992
1033.0,294,2305.015585
914.0,288,2323.699994
1050.0,320,2340.397285
556.0,240,2370.298434
931.0,236,2394.741349
859.0,295,2408.072027
502.0,212,2423.240943
304.0,176,2430.889264
354.0,204,2440.073059
964.0,256,2452.239545
724.0,295,2496.585458
466.0,214,2512.223631
818.0,225,2524.002062
610.0,254,2541.675123
570.0,216,2551.18918
236.0,152,2558.113799
819.0,268,2589.739162
-2.0,116,2616.35015
164.0,139,2626.590007
570.0,213,2640.25764
552.0,252,2654.858942
923.0,270,2674.936335
156.0,203,2692.153074
268.0,166,2698.88442
218.0,155,2705.70094
182.0,192,2721.473617
340.0,163,2731.931568
268.0,165,2742.00742
534.0,258,2757.140269
538.0,206,2784.463748
340.0,161,2791.91012
529.0,262,2803.688568
466.0,211,2820.160646
466.0,207,2830.914408
833.0,282,2847.950256
164.0,179,2869.318411
412.0,258,2891.459201
354.0,205,2901.253233
728.0,276,2914.244449
1184.0,246,2930.459123
732.0,263,2956.42051
430.0,216,2971.404546
647.0,265,3009.101294
723.0,256,3024.780558
954.0,290,3039.079362
358.0,214,3062.71272
200.0,138,3068.943824
502.0,211,3080.218545
218.0,176,3090.840931
340.0,174,3119.104424
232.0,184,3130.493973
932.0,302,3157.000378
362.0,214,3166.808319
1486.0,258,3183.442804
714.0,276,3195.924272
624.0,245,3207.208082
434.0,173,3228.787854
678.0,260,3255.15568
534.0,218,3265.930886
330.0,227,3282.645872
430.0,229,3293.315833
502.0,190,3302.125899
715.0,262,3319.817024
570.0,213,3368.355594
228.0,191,3381.962551
340.0,232,3396.948059
168.0,184,3413.090835
124.0,148,3419.914598
696.0,255,3431.431172
358.0,166,3445.255686
596.0,250,3465.230161
534.0,222,3478.977084
268.0,158,3488.440817
276.0,200,3500.937845
122.0,152,3524.461948
426.0,222,3544.906874
334.0,180,3553.033848
1273.0,304,3573.816919
542.0,258,3588.710845
218.0,188,3600.348308
142.0,190,3612.787143
56.0,152,3648.045666
218.0,215,3658.319373
452.0,190,3667.304106
600.0,240,3678.757427
160.0,174,3691.703964
354.0,230,3702.118125
124.0,144,3709.718148
430.0,206,3734.442631
-16.0,164,3756.542814
502.0,196,3771.036577
1387.0,335,3791.859398
574.0,270,3809.884431
466.0,213,3829.018963
778.0,278,3842.176025
678.0,242,3873.449425
502.0,246,3888.771833
964.0,256,3903.565835
466.0,250,3928.088983
430.0,186,3936.07935
800.0,302,3949.963332
466.0,220,3960.875211
92.0,170,3984.368073
304.0,158,3994.97052
92.0,140,4003.98904
340.0,208,4024.469983
692.0,250,4041.781987
792.0,294,4054.949991
416.0,204,4064.720768
692.0,236,4096.966177
813.0,260,4126.166299
200.0,133,4134.355971
1250.0,314,4164.325428
1309.0,328,4178.87474
950.0,304,4191.982756
394.0,214,4216.391738
164.0,130,4223.861212
530.0,210,4236.923458
570.0,224,4249.520524
805.0,294,4277.640868
268.0,191,4286.25219
959.0,322,4309.812957
394.0,230,4328.153784
362.0,255,4344.213979
827.0,264,4359.998927
516.0,265,4387.777283
304.0,152,4402.443466
584.0,270,4414.262372
304.0,200,4430.561291
516.0,220,4441.636545
70.0,142,4451.722929
660.0,255,4469.181205
344.0,180,4512.079195
968.0,290,4527.620956
1278.0,368,4544.870556
592.0,206,4560.208126
398.0,174,4569.299002
836.0,296,4599.853167
160.0,154,4627.096132
556.0,256,4641.062169
520.0,210,4650.536569
438.0,190,4659.170789
660.0,266,4676.381361
290.0,207,4695.405404
714.0,252,4709.018544
304.0,157,4728.539007
268.0,184,4740.22688
515.0,256,4752.054056
556.0,248,4763.364211
859.0,275,4788.447172
200.0,168,4798.770349
570.0,237,4815.024405
362.0,176,4845.535871
232.0,183,4857.987993
860.0,280,4874.772515
732.0,235,4894.657673
982.0,330,4914.775574
779.0,288,4928.047694
973.0,330,4965.301182
218.0,178,4988.993251
768.0,260,5002.154822
218.0,180,5016.140079
498.0,189,5024.883065
362.0,191,5033.546549
268.0,157,5040.682203
526.0,170,5048.876362
932.0,298,5091.591692
330.0,188,5103.134379
610.0,214,5115.373433
34.0,123,5121.268098
430.0,203,5138.844253
823.0,275,5151.240655
358.0,215,5172.946871
-2.0,100,5197.225976
1218.0,328,5220.141222
344.0,232,5235.292365
268.0,172,5247.19869
598.0,233,5271.437152
322.0,195,5288.836512
254.0,180,5296.987841
