#{"t_start": 1622266079.9737096, "env_id": "BZ-Tetris2-v0"}
r,l,t
186.0,163,8146.923702
620.0,278,8168.105016
430.0,203,8184.583093
458.0,196,8195.700893
1241.0,350,8218.49869
484.0,226,8247.037074
905.0,290,8274.348538
128.0,160,8281.854596
430.0,243,8298.663054
764.0,308,8312.372013
394.0,188,8323.401051
340.0,165,8336.462072
556.0,244,8391.490523
750.0,256,8408.515934
430.0,248,8424.160275
290.0,205,8447.090798
340.0,162,8454.868731
882.0,304,8475.525815
718.0,250,8503.009723
466.0,200,8515.911866
668.0,230,8530.392886
186.0,155,8541.467451
696.0,242,8562.438962
322.0,200,8581.166468
232.0,162,8587.984342
430.0,181,8596.108303
660.0,266,8618.605875
412.0,264,8636.517869
232.0,186,8649.490509
1050.0,280,8700.931101
462.0,200,8711.06791
836.0,278,8723.977346
128.0,150,8731.063943
438.0,200,8751.357497
660.0,225,8767.425052
390.0,230,8796.565391
222.0,164,8825.320973
570.0,219,8840.995944
204.0,180,8849.338928
480.0,236,8860.103428
300.0,188,8874.42449
466.0,220,8890.584988
394.0,185,8899.241987
426.0,160,8906.709485
528.0,226,8938.085206
430.0,202,8952.43923
466.0,196,8965.463888
538.0,240,8979.894194
823.0,260,9007.580872
556.0,218,9019.307511
628.0,228,9035.139777
150.0,160,9061.325629
362.0,226,9079.172841
1003.0,310,9114.33758
304.0,168,9135.293419
832.0,276,9148.926017
1256.0,350,9166.058469
466.0,200,9185.977133
773.0,276,9220.46172
426.0,270,9236.956728
276.0,195,9266.485422
462.0,196,9280.306093
200.0,175,9288.920171
466.0,196,9297.661197
354.0,210,9322.482409
1518.0,275,9341.243709
628.0,240,9356.732624
556.0,214,9390.476469
664.0,244,9406.651553
782.0,276,9428.622968
1014.0,270,9446.179099
542.0,246,9457.095775
394.0,201,9466.629525
236.0,146,9476.808167
196.0,150,9506.974981
632.0,214,9522.192939
92.0,133,9546.125062
642.0,272,9565.026911
362.0,192,9584.536708
