#{"t_start": 1622266080.3677983, "env_id": "BZ-Tetris2-v0"}
r,l,t
304.0,163,1570.536195
412.0,230,1581.131571
787.0,260,1593.372371
574.0,274,1634.391917
1014.0,325,1649.600018
264.0,192,1664.206582
620.0,234,1674.543597
340.0,200,1683.319505
466.0,210,1701.0724
809.0,240,1735.087792
232.0,157,1746.282956
646.0,264,1763.498995
402.0,236,1782.86793
236.0,186,1791.792117
610.0,290,1817.1366
92.0,160,1827.84343
1237.0,318,1867.802558
610.0,240,1881.481394
326.0,204,1893.990131
814.0,285,1919.822353
901.0,262,1931.493534
838.0,276,1943.530407
764.0,248,1964.292715
312.0,177,1975.313983
236.0,139,1982.631396
822.0,276,2012.186151
752.0,284,2037.33078
534.0,226,2047.574093
624.0,255,2059.245805
426.0,220,2081.037395
164.0,153,2099.502311
502.0,232,2116.297194
366.0,184,2148.438933
588.0,260,2161.397963
570.0,235,2172.332744
692.0,245,2183.434707
828.0,312,2210.971831
614.0,240,2223.263939
304.0,163,2234.354502
570.0,195,2264.727645
1004.0,320,2283.087731
696.0,220,2302.571604
308.0,205,2317.375827
970.0,315,2332.749758
264.0,198,2344.445465
402.0,222,2372.869597
868.0,280,2398.29336
570.0,236,2409.186431
236.0,167,2416.798037
490.0,235,2432.421105
462.0,225,2442.587166
498.0,252,2455.563996
304.0,176,2492.616602
196.0,156,2503.564944
566.0,181,2515.881592
641.0,250,2527.793433
232.0,215,2543.612019
200.0,145,2550.010924
728.0,294,2579.610933
534.0,251,2615.412894
674.0,268,2634.438809
696.0,262,2649.153941
1064.0,312,2672.798933
340.0,173,2688.679576
941.0,280,2700.287386
588.0,240,2718.054985
340.0,178,2728.162904
186.0,180,2739.847393
326.0,203,2751.638559
146.0,147,2777.420269
452.0,234,2788.071047
276.0,164,2795.35543
728.0,274,2807.824944
588.0,266,2827.669445
340.0,214,2840.535786
330.0,192,2862.955094
574.0,230,2884.667759
200.0,134,2891.046336
416.0,210,2901.114402
502.0,201,2910.545837
922.0,308,2929.676433
340.0,196,2951.256201
448.0,250,2968.230496
597.0,248,3004.307792
466.0,225,3019.452006
254.0,156,3028.470083
196.0,160,3035.760751
584.0,210,3059.157121
164.0,181,3067.476041
390.0,226,3079.430253
294.0,198,3091.14247
764.0,260,3124.304713
412.0,210,3137.090872
196.0,188,3157.179949
741.0,286,3175.467688
430.0,216,3184.674071
674.0,274,3197.305958
574.0,245,3219.312032
418.0,250,3245.90687
570.0,230,3259.146383
949.0,288,3278.803384
520.0,186,3287.475607
300.0,220,3297.922694
534.0,232,3311.551218
904.0,255,3362.873199
304.0,160,3374.620668
574.0,305,3394.458013
416.0,204,3412.16272
624.0,219,3422.368434
426.0,230,3432.611211
534.0,198,3447.850424
646.0,254,3469.015255
452.0,210,3482.340341
164.0,150,3491.622555
340.0,170,3502.079947
814.0,248,3530.576283
895.0,282,3552.520739
877.0,318,3574.003277
466.0,175,3583.930964
597.0,286,3601.821926
750.0,240,3617.187072
660.0,256,3656.241996
750.0,270,3668.980686
850.0,270,3681.762788
764.0,325,3701.581142
426.0,218,3723.792716
1091.0,350,3759.805786
412.0,202,3774.815845
524.0,224,3788.861932
574.0,250,3806.000524
70.0,127,3811.925771
416.0,204,3830.763174
969.0,326,3847.818152
128.0,128,3871.757545
344.0,200,3883.596244
800.0,282,3901.181093
900.0,290,3927.584186
438.0,198,3936.120353
304.0,184,3944.471976
462.0,206,3954.094977
340.0,150,3974.742481
896.0,288,3993.670336
606.0,260,4019.658498
732.0,285,4038.36044
286.0,230,4048.733394
358.0,217,4058.669926
304.0,169,4067.185838
416.0,198,4097.318121
196.0,145,4118.404846
394.0,200,4131.627989
1050.0,338,4163.518462
218.0,208,4172.807452
390.0,254,4184.062736
534.0,250,4194.630663
696.0,226,4220.051922
632.0,234,4234.722821
976.0,295,4252.314044
254.0,202,4275.341205
42.0,130,4281.07276
358.0,254,4301.585468
304.0,166,4309.112528
520.0,244,4328.214832
434.0,181,4339.207732
896.0,278,4356.304703
556.0,220,4383.025776
186.0,146,4389.779895
218.0,173,4405.137503
290.0,196,4413.615622
394.0,207,4430.241217
624.0,282,4445.80484
236.0,141,4455.902859
164.0,156,4466.474319
887.0,328,4518.596727
732.0,240,4530.179995
416.0,252,4542.022605
438.0,190,4556.626205
860.0,248,4569.071061
340.0,282,4598.712338
164.0,142,4625.68676
160.0,185,4636.113209
1554.0,382,4653.749694
660.0,240,4670.144069
340.0,194,4678.283685
268.0,180,4696.508689
833.0,292,4712.075123
204.0,182,4733.908468
660.0,244,4747.018455
340.0,145,4753.600891
656.0,282,4778.812394
778.0,306,4794.256357
610.0,248,4811.138737
330.0,212,4844.250708
394.0,208,4858.204803
78.0,145,4868.484471
800.0,280,4890.638265
268.0,174,4904.327681
755.0,292,4917.072672
692.0,250,4928.643815
448.0,200,4958.149238
823.0,294,4988.897911
1173.0,344,5005.944113
1114.0,322,5026.430477
502.0,210,5036.034956
308.0,230,5046.558214
376.0,205,5083.497827
448.0,238,5098.470437
232.0,174,5108.89641
218.0,158,5116.979881
426.0,238,5136.326919
556.0,240,5147.134381
498.0,230,5169.440773
764.0,262,5203.412849
660.0,252,5221.020429
570.0,230,5236.086107
800.0,250,5264.39658
736.0,250,5284.444509
874.0,292,5297.868922
340.0,191,5326.661087
728.0,332,5348.612033
498.0,240,5363.287248
380.0,195,5399.153427
498.0,207,5408.762325
236.0,166,5416.080982
901.0,290,5428.808815
254.0,192,5442.543892
725.0,325,5458.588709
304.0,147,5481.258052
268.0,155,5490.534964
579.0,260,5523.134118
660.0,226,5532.956195
660.0,240,5543.556449
610.0,252,5560.813946
646.0,255,5590.947356
534.0,190,5603.32341
430.0,206,5631.967174
1768.0,412,5655.879569
430.0,210,5665.827702
164.0,145,5685.575429
778.0,266,5697.567265
628.0,250,5709.364517
402.0,238,5739.831871
344.0,227,5754.57338
932.0,230,5777.481385
290.0,181,5785.521135
520.0,208,5800.473966
264.0,155,5807.556573
732.0,267,5819.803322
660.0,213,5842.659182
832.0,256,5872.286545
430.0,202,5884.009378
900.0,300,5903.992309
394.0,220,5913.659785
552.0,252,5924.436441
344.0,183,5932.635972
136.0,128,5954.796158
740.0,285,5974.295905
624.0,248,5991.153504
236.0,141,5999.353889
290.0,188,6031.737797
358.0,205,6041.716341
660.0,270,6065.063586
773.0,280,6086.453871
380.0,180,6097.993737
322.0,234,6113.126661
624.0,290,6146.347992
534.0,285,6168.031709
498.0,198,6176.785092
466.0,206,6185.84025
828.0,284,6203.555951
394.0,238,6214.63502
492.0,230,6227.581527
264.0,162,6266.847964
434.0,245,6280.656177
232.0,175,6288.505641
390.0,215,6297.865865
570.0,272,6316.143834
520.0,214,6327.13293
570.0,275,6359.022395
416.0,186,6388.748967
394.0,190,6400.829519
466.0,240,6414.871813
588.0,262,6436.180729
398.0,199,6452.837819
520.0,220,6462.525589
646.0,255,6474.943339
782.0,285,6508.86221
232.0,170,6518.327425
224.0,154,6528.511253
272.0,145,6538.437514
588.0,220,6563.704904
236.0,150,6570.374544
534.0,265,6582.521153
530.0,210,6607.606679
578.0,230,6622.722901
132.0,176,6634.382426
344.0,178,6653.758348
873.0,268,6672.90487
914.0,270,6685.074349
502.0,215,6694.819426
150.0,145,6701.774725
186.0,143,6715.749757
584.0,238,6748.855444
986.0,320,6769.842874
756.0,270,6807.350607
222.0,184,6817.93015
678.0,212,6827.525067
996.0,294,6852.637702
580.0,212,6863.455925
574.0,238,6877.248304
286.0,192,6887.798415
186.0,170,6917.992512
1027.0,306,6937.540493
764.0,270,6957.198774
322.0,182,6970.948126
929.0,286,6983.53548
692.0,244,6994.797038
92.0,165,7019.672777
398.0,216,7044.604666
638.0,240,7058.608337
534.0,208,7067.971823
1399.0,320,7088.946326
466.0,173,7096.843148
390.0,235,7109.156393
268.0,173,7153.223929
498.0,226,7168.945185
1650.0,364,7192.310579
630.0,238,7220.817597
290.0,226,7230.708079
764.0,250,7249.013638
656.0,224,7267.398108
719.0,265,7281.755619
923.0,290,7298.898802
950.0,290,7336.036621
782.0,268,7355.975205
588.0,266,7367.812767
304.0,180,7383.400706
864.0,222,7395.596297
-38.0,108,7401.853353
887.0,274,7419.751094
344.0,215,7456.427193
498.0,248,7467.978521
458.0,236,7478.905247
254.0,168,7492.211182
164.0,171,7500.073039
724.0,250,7513.367949
755.0,264,7543.106076
398.0,138,7572.362786
692.0,230,7587.693929
340.0,156,7598.331618
502.0,212,7610.774747
941.0,278,7630.355166
416.0,260,7650.382956
412.0,246,7663.846718
466.0,200,7692.47967
24.0,145,7701.657949
660.0,235,7716.322004
268.0,167,7726.385742
276.0,220,7750.024346
729.0,312,7763.527836
660.0,276,7776.76881
290.0,180,7800.797177
20.0,126,7807.70615
506.0,234,7822.618368
687.0,260,7859.577701
384.0,200,7869.115509
228.0,190,7878.030359
6.0,154,7885.422724
746.0,270,7924.07314
570.0,230,7952.28537
498.0,225,7967.537373
656.0,285,8006.792131
264.0,190,8016.595361
304.0,186,8025.197838
196.0,169,8033.155654
552.0,246,8058.777066
160.0,138,8065.32771
92.0,146,8073.671008
969.0,325,8094.949887
-2.0,130,8123.208749
218.0,188,8135.523273
196.0,179,8145.408167
750.0,268,8166.202161
394.0,217,8183.213517
660.0,240,8196.626719
1359.0,302,8216.568717
964.0,312,8251.138035
290.0,188,8272.185811
803.0,252,8283.872749
330.0,196,8298.52527
822.0,264,8310.197245
548.0,235,8323.723591
1414.0,350,8387.106435
652.0,264,8405.2821
340.0,206,8419.022208
752.0,256,8445.261256
466.0,198,8454.606035
186.0,146,8461.250353
254.0,186,8476.495621
110.0,198,8501.214179
470.0,260,8517.822344
232.0,172,8528.743324
196.0,134,8538.769481
766.0,290,8562.404668
588.0,242,8582.903795
322.0,178,8590.501164
218.0,192,8599.253384
624.0,206,8619.405931
724.0,272,8637.93699
963.0,320,8694.260092
498.0,261,8707.546558
570.0,213,8717.936204
380.0,204,8727.352729
348.0,190,8744.975371
322.0,215,8760.101491
268.0,221,8789.914644
837.0,302,8827.674426
498.0,212,8842.049324
734.0,238,8853.272885
1268.0,305,8872.666952
520.0,186,8880.655693
466.0,195,8896.230798
692.0,270,8909.266561
656.0,230,8942.340568
534.0,246,8958.945728
502.0,195,8972.591717
498.0,214,8998.536005
534.0,200,9007.984783
398.0,203,9019.11066
534.0,244,9035.854298
574.0,235,9068.252047
648.0,240,9086.047993
815.0,258,9117.744486
128.0,130,9135.700924
652.0,250,9148.043555
570.0,202,9158.375974
358.0,200,9167.614595
574.0,220,9190.144319
574.0,235,9221.548346
823.0,242,9236.203241
358.0,175,9264.187059
624.0,248,9281.368063
466.0,252,9293.133737
-80.0,118,9298.417107
1699.0,295,9329.264992
909.0,248,9346.77002
204.0,202,9359.435323
474.0,213,9392.60647
823.0,297,9412.927285
480.0,212,9429.70683
886.0,244,9446.111565
904.0,264,9457.869459
877.0,254,9471.210608
304.0,171,9483.869966
164.0,159,9514.914513
692.0,236,9545.795759
430.0,173,9558.512468
941.0,282,9583.725158
502.0,197,9593.652863
800.0,256,9605.292241
692.0,246,9621.102449
286.0,174,9659.256539
16.0,142,9668.169502
669.0,270,9684.69304
304.0,166,9695.772954
390.0,210,9722.763527
114.0,141,9729.356105
304.0,142,9735.997502
488.0,192,9751.251244
538.0,284,9771.231259
1314.0,344,9793.651188
823.0,292,9828.755873
552.0,250,9852.09799
584.0,256,9863.637906
1105.0,312,9885.147662
434.0,190,9899.685229
719.0,244,9914.130342
732.0,252,9964.326612
380.0,198,9978.761146
994.0,280,9999.784095
1323.0,316,10021.730637
787.0,290,10034.846325
290.0,192,10050.557096
624.0,250,10068.672567
919.0,280,10086.993692
1700.0,260,10101.409993
160.0,148,10110.529804
520.0,216,10140.799689
805.0,285,10160.849897
542.0,230,10171.170359
1094.0,272,10193.039995
362.0,181,10205.090643
502.0,193,10217.141972
462.0,200,10228.262707
