#{"t_start": 1622266079.837215, "env_id": "BZ-Tetris2-v0"}
r,l,t
683.0,242,2231.930669
873.0,284,2268.690167
304.0,182,2279.068807
1122.0,302,2302.745885
587.0,264,2320.318486
756.0,290,2334.495424
696.0,246,2350.033257
786.0,310,2382.262231
556.0,246,2404.590338
390.0,214,2414.70383
308.0,226,2430.060011
840.0,262,2441.710214
308.0,194,2450.694957
132.0,180,2488.32174
888.0,252,2504.856303
478.0,208,2518.42513
828.0,282,2531.567666
914.0,244,2548.424513
886.0,256,2560.423766
1064.0,280,2612.481834
670.0,260,2630.664842
434.0,238,2644.333494
466.0,222,2657.769977
394.0,216,2674.951155
394.0,201,2692.055733
951.0,255,2702.7014
520.0,264,2721.615514
114.0,165,2732.266633
538.0,244,2746.309191
92.0,140,2754.972293
390.0,244,2784.663989
520.0,258,2796.371666
1459.0,392,2821.460256
380.0,235,2833.920058
268.0,192,2845.185163
728.0,265,2872.191584
128.0,136,2887.901443
344.0,228,2898.783376
823.0,238,2909.972249
268.0,155,2917.152456
619.0,280,2934.968905
760.0,256,2962.598275
968.0,308,3002.915494
128.0,150,3013.476189
466.0,195,3025.114401
842.0,308,3040.181808
691.0,250,3065.422079
1068.0,290,3080.242625
286.0,184,3091.257886
570.0,210,3121.738042
922.0,265,3137.454658
218.0,160,3146.642046
534.0,218,3166.272689
212.0,170,3179.143101
340.0,184,3186.925884
764.0,275,3199.712902
592.0,205,3219.93143
1273.0,306,3249.664778
334.0,188,3260.445508
828.0,236,3271.639376
574.0,240,3288.850269
741.0,292,3302.465922
534.0,257,3319.880832
236.0,205,3367.872483
1269.0,370,3392.939076
520.0,204,3411.211203
498.0,228,3421.866802
78.0,150,3428.753067
709.0,244,3445.961381
502.0,234,3465.072313
845.0,284,3482.763358
833.0,312,3501.836357
470.0,268,3531.523374
394.0,185,3549.113662
570.0,238,3559.926894
656.0,340,3584.346813
380.0,202,3596.938999
160.0,182,3608.459317
537.0,240,3649.282532
322.0,175,3657.443498
200.0,159,3665.034014
412.0,226,3675.826218
232.0,159,3683.130481
660.0,272,3700.676831
290.0,190,3710.409912
1123.0,336,3755.075161
394.0,229,3771.719753
982.0,285,3789.966222
498.0,228,3800.303331
570.0,234,3816.658696
810.0,314,3840.793503
362.0,222,3870.948544
570.0,235,3884.820995
614.0,260,3901.19974
340.0,184,3909.40584
598.0,218,3932.354312
304.0,193,3940.892191
714.0,304,3955.069019
809.0,262,3983.169363
502.0,235,3998.576523
160.0,172,4019.278425
642.0,275,4037.582087
64.0,166,4045.043142
732.0,257,4056.663339
462.0,218,4067.479162
588.0,245,4100.718386
218.0,155,4122.827558
991.0,282,4141.91438
1081.0,320,4169.134183
466.0,215,4178.750979
1033.0,318,4192.413628
534.0,260,4218.962774
714.0,272,4235.939834
268.0,154,4245.095078
164.0,170,4255.47235
376.0,208,4277.751016
800.0,244,4288.715114
620.0,225,4307.960439
888.0,328,4331.369031
905.0,244,4347.318976
800.0,285,4363.200825
570.0,220,4388.847031
786.0,248,4407.704947
646.0,276,4419.734915
1119.0,320,4443.239621
923.0,284,4463.242697
828.0,250,4510.634033
268.0,178,4521.326102
596.0,254,4533.490039
800.0,310,4553.326822
290.0,195,4562.967943
917.0,292,4591.602282
1027.0,295,4627.87228
588.0,252,4641.650778
196.0,152,4648.411547
692.0,294,4661.725872
692.0,293,4689.61848
1323.0,350,4707.633074
987.0,295,4735.594223
728.0,250,4748.617194
520.0,210,4758.113261
502.0,209,4780.074578
240.0,202,4789.454713
502.0,219,4803.40614
786.0,268,4820.909867
452.0,210,4854.675392
1205.0,316,4874.367681
218.0,188,4892.109195
620.0,235,4908.529525
462.0,204,4917.180762
1101.0,356,4934.130831
254.0,168,4963.094974
806.0,274,4991.8499
520.0,220,5002.896107
394.0,235,5019.450546
678.0,254,5030.977597
624.0,220,5040.993606
660.0,275,5080.031614
646.0,244,5095.292252
724.0,228,5109.373274
268.0,144,5116.755677
78.0,148,5132.078543
502.0,204,5141.434734
304.0,153,5148.214989
358.0,175,5167.921172
610.0,254,5200.369177
362.0,186,5213.800815
502.0,189,5225.809432
448.0,194,5239.286163
786.0,264,5267.246713
588.0,241,5286.888068
538.0,260,5298.805184
833.0,294,5334.710171
534.0,242,5350.771412
154.0,160,5360.782335
146.0,174,5371.102065
434.0,222,5406.355117
741.0,242,5417.127301
398.0,197,5426.057111
268.0,205,5439.959751
182.0,164,5447.574234
340.0,141,5454.043942
724.0,278,5484.102244
724.0,250,5517.192708
724.0,238,5528.826046
466.0,264,5540.266478
236.0,154,5552.378471
362.0,206,5562.359019
886.0,280,5594.078717
290.0,216,5608.634483
340.0,168,5634.499209
192.0,170,5646.585013
678.0,238,5657.847176
286.0,232,5668.628384
70.0,110,5686.86457
1504.0,216,5696.498893
895.0,304,5711.325189
430.0,200,5739.275625
828.0,280,5757.490435
238.0,210,5778.751814
326.0,174,5786.527111
534.0,238,5802.922454
837.0,225,5813.263273
516.0,250,5824.645646
597.0,260,5852.259688
494.0,185,5877.174813
178.0,186,5887.390214
720.0,275,5905.726616
300.0,166,5913.067033
610.0,240,5923.432592
326.0,200,5932.190023
534.0,219,5959.858709
534.0,218,5975.059355
340.0,161,5986.519554
340.0,194,5997.705417
678.0,268,6034.590986
732.0,296,6049.495806
570.0,236,6070.421582
660.0,256,6091.943014
416.0,188,6104.371851
778.0,328,6125.591596
860.0,300,6156.778904
692.0,262,6176.00732
376.0,192,6184.681918
596.0,260,6201.092235
426.0,214,6211.010339
268.0,160,6218.763758
268.0,147,6227.414544
592.0,242,6271.503597
164.0,154,6280.121632
272.0,170,6287.783303
660.0,314,6307.356252
128.0,141,6313.92971
308.0,195,6323.696799
452.0,208,6349.907237
534.0,235,6383.357374
682.0,260,6399.792666
879.0,242,6414.204686
502.0,258,6435.293079
430.0,210,6445.008129
542.0,240,6463.145826
520.0,196,6472.293564
484.0,202,6500.828517
394.0,214,6513.355175
542.0,205,6526.434543
842.0,292,6559.065238
466.0,205,6568.071036
394.0,225,6578.244259
300.0,188,6587.107561
688.0,265,6617.147981
200.0,169,6628.21745
692.0,278,6654.484149
290.0,170,6669.174568
763.0,260,6680.830194
304.0,168,6688.504826
502.0,193,6697.198988
316.0,190,6713.524764
932.0,284,6748.547386
462.0,240,6764.00216
430.0,195,6796.322033
656.0,290,6815.930085
534.0,262,6827.640208
462.0,200,6848.535835
1619.0,300,6862.929271
542.0,232,6876.72134
326.0,190,6886.958933
1004.0,272,6923.281807
920.0,245,6938.797311
556.0,222,6956.391592
692.0,252,6973.089474
380.0,188,6981.31361
534.0,213,6991.327063
1104.0,302,7023.380368
348.0,230,7048.425615
164.0,142,7056.919268
348.0,228,7067.675428
186.0,153,7081.081028
182.0,150,7087.927356
402.0,232,7098.542739
394.0,214,7109.957692
755.0,272,7160.575921
752.0,265,7178.990247
186.0,174,7190.611036
534.0,234,7218.780876
164.0,161,7225.997221
200.0,164,7233.228736
683.0,225,7250.595087
1164.0,320,7274.069007
448.0,200,7285.238122
570.0,250,7300.357444
56.0,135,7327.266909
1613.0,392,7355.701906
506.0,235,7366.070601
624.0,272,7386.179373
394.0,209,7398.146637
538.0,238,7412.894706
304.0,165,7447.401241
502.0,196,7458.461748
304.0,152,7465.438073
1319.0,360,7482.121905
624.0,265,7499.883754
587.0,272,7514.523289
538.0,224,7541.34772
750.0,266,7580.228863
705.0,248,7595.928365
452.0,248,7611.033836
868.0,318,7632.593586
552.0,250,7652.131572
430.0,216,7663.948678
254.0,195,7692.313823
574.0,284,7709.678851
340.0,160,7720.675107
1100.0,378,7752.486902
114.0,129,7758.244896
964.0,294,7771.341925
1663.0,305,7801.587785
196.0,152,7809.764895
972.0,275,7838.19857
286.0,214,7861.308632
1464.0,338,7877.255381
452.0,228,7888.28276
530.0,260,7926.948683
905.0,262,7956.983154
534.0,248,7974.90775
498.0,234,8009.405737
624.0,242,8021.436205
913.0,302,8035.49542
466.0,199,8058.954592
969.0,268,8072.516695
520.0,262,8089.750493
426.0,214,8123.609784
304.0,168,8134.546336
340.0,194,8145.594665
828.0,282,8167.039323
254.0,172,8182.038745
895.0,306,8198.870421
1123.0,316,8219.722697
1218.0,298,8253.682781
430.0,198,8274.439513
678.0,245,8285.901379
448.0,218,8301.47371
466.0,226,8311.411625
186.0,142,8318.385699
710.0,234,8336.597042
498.0,191,8387.394045
228.0,182,8400.922113
520.0,205,8413.77958
136.0,199,8426.002127
506.0,242,8450.355681
254.0,219,8460.608646
543.0,290,8481.511381
466.0,212,8508.016767
574.0,234,8522.62502
742.0,270,8541.13115
304.0,184,8559.411973
692.0,244,8580.292955
520.0,220,8589.557026
736.0,276,8610.368825
1474.0,340,8632.442897
264.0,182,8644.797132
426.0,238,8695.529102
300.0,206,8705.853279
570.0,230,8717.295023
466.0,204,8726.653822
358.0,205,8744.777982
745.0,258,8763.395168
304.0,188,8790.517448
841.0,272,8826.167112
570.0,234,8842.256723
340.0,163,8849.848027
728.0,244,8860.971413
394.0,206,8876.041419
588.0,232,8892.818503
192.0,194,8901.912991
1126.0,348,8939.452275
538.0,226,8955.496081
426.0,224,8970.480793
900.0,278,9000.368749
430.0,254,9012.755914
204.0,155,9021.870781
1049.0,310,9058.539177
268.0,178,9072.317918
530.0,272,9092.806496
222.0,164,9117.240678
300.0,200,9138.781378
218.0,164,9146.756502
128.0,147,9154.697178
362.0,198,9163.824092
627.0,252,9186.405423
534.0,225,9217.350266
610.0,254,9232.73892
682.0,268,9267.368738
709.0,240,9283.13296
232.0,202,9292.671808
506.0,220,9302.52131
304.0,211,9329.502437
488.0,190,9343.034058
660.0,228,9357.503507
114.0,162,9367.584835
542.0,242,9403.692984
286.0,200,9416.597509
682.0,260,9434.713389
778.0,260,9451.847437
570.0,211,9461.692925
624.0,217,9474.159634
420.0,205,9508.529647
268.0,174,9520.803033
610.0,210,9549.716512
236.0,186,9563.706593
516.0,222,9584.654333
290.0,172,9593.356015
656.0,280,9606.115062
1051.0,312,9652.253116
995.0,282,9671.043745
236.0,157,9680.939802
888.0,295,9716.09058
70.0,118,9721.487745
610.0,196,9730.692561
987.0,315,9751.73102
733.0,310,9773.460234
624.0,250,9789.887648
268.0,144,9799.365632
861.0,285,9832.651486
578.0,236,9854.977323
624.0,232,9865.518988
786.0,268,9884.801674
1023.0,338,9907.854151
268.0,148,9916.788825
506.0,230,9965.920072
1268.0,320,9990.532002
232.0,150,10000.907389
669.0,232,10012.556783
164.0,157,10025.997189
823.0,255,10037.232367
114.0,138,10043.356433
620.0,233,10060.957514
502.0,239,10082.858065
570.0,266,10098.281882
732.0,236,10112.528619
254.0,158,10139.943746
560.0,255,10158.706679
895.0,266,10170.65485
646.0,245,10190.371855
394.0,212,10204.262856
556.0,230,10218.452464
168.0,186,10228.995957
