#{"t_start": 1622266079.683, "env_id": "BZ-Tetris2-v0"}
r,l,t
588.0,306,7821.617843
394.0,192,7844.396403
627.0,224,7866.508854
218.0,161,7874.040491
300.0,202,7883.561019
696.0,270,7896.965384
448.0,230,7936.936626
534.0,205,7962.785859
528.0,190,7977.030344
-52.0,136,7986.76155
660.0,256,8018.885585
991.0,326,8034.147753
720.0,290,8061.946491
430.0,210,8072.679529
502.0,242,8088.573741
814.0,302,8128.318589
574.0,217,8142.123402
250.0,200,8151.453135
150.0,165,8167.504651
588.0,240,8185.661202
796.0,272,8201.907885
660.0,245,8217.969803
796.0,266,8249.411512
308.0,220,8272.721476
624.0,252,8284.420898
430.0,202,8299.344128
1095.0,315,8313.436032
394.0,199,8325.914204
896.0,290,8384.552159
520.0,232,8401.583425
696.0,260,8418.512372
358.0,210,8442.825136
204.0,205,8452.514278
272.0,156,8459.750252
886.0,248,8477.773943
232.0,187,8502.0146
548.0,242,8517.661098
646.0,265,8535.029758
764.0,294,8560.673848
732.0,248,8581.56521
660.0,250,8592.337519
592.0,224,8610.862116
326.0,186,8622.870821
362.0,210,8636.798389
466.0,216,8652.250621
232.0,165,8696.820295
592.0,230,8708.496793
272.0,168,8716.670542
434.0,210,8726.370665
887.0,268,8748.894023
160.0,162,8760.089003
92.0,154,8771.643398
470.0,236,8799.857323
530.0,258,8836.47644
304.0,197,8847.282331
674.0,268,8859.624909
218.0,167,8873.038676
655.0,250,8890.511932
570.0,259,8902.61868
570.0,228,8933.214177
570.0,228,8948.705048
92.0,149,8958.15499
344.0,195,8971.73562
660.0,270,9000.861534
254.0,142,9007.635841
430.0,203,9018.414294
178.0,170,9029.911049
218.0,194,9058.476232
973.0,295,9081.153677
326.0,170,9094.008872
272.0,205,9120.285405
430.0,203,9141.765111
340.0,194,9151.620541
430.0,228,9162.451194
416.0,178,9170.937482
498.0,185,9192.510719
502.0,208,9221.825716
348.0,183,9232.36283
660.0,252,9265.674779
860.0,258,9283.018703
814.0,277,9295.992515
340.0,195,9319.986894
466.0,186,9331.011068
340.0,174,9343.403043
764.0,254,9359.626772
959.0,295,9398.342885
614.0,230,9414.139037
200.0,138,9427.225111
186.0,144,9433.723372
70.0,112,9444.382461
520.0,214,9453.748543
1254.0,348,9471.080451
1805.0,332,9514.986386
200.0,124,9523.539869
570.0,224,9553.586757
154.0,180,9565.986369
200.0,153,9583.620886
520.0,232,9595.101575
646.0,232,9605.654735
290.0,168,9615.510943
498.0,215,9656.604815
664.0,218,9670.745695
950.0,320,9691.475347
534.0,198,9718.960398
1654.0,270,9731.562331
932.0,238,9749.5214
520.0,242,9766.80013
312.0,185,9777.524963
588.0,298,9796.710278
264.0,200,9809.576209
806.0,232,9839.06595
304.0,226,9859.563771
574.0,230,9869.867424
552.0,220,9888.155695
462.0,198,9902.912806
1247.0,352,9926.014546
1087.0,310,9980.078716
222.0,154,9992.036602
150.0,173,10003.789154
254.0,152,10011.13936
656.0,228,10027.900844
236.0,147,10034.477022
236.0,144,10040.498135
1238.0,234,10058.311194
781.0,244,10078.815193
570.0,258,10094.849467
1123.0,312,10113.26657
638.0,270,10145.861725
340.0,180,10160.939011
660.0,255,10172.433103
204.0,190,10189.230941
502.0,214,10203.323492
1050.0,268,10219.924637
272.0,155,10228.512286
