#{"t_start": 1622266080.3937225, "env_id": "BZ-Tetris2-v0"}
r,l,t
394.0,190,8713.357308
692.0,268,8725.745061
728.0,260,8747.816033
764.0,236,8764.645117
573.0,200,8792.243123
164.0,183,8822.094166
881.0,260,8840.465801
358.0,214,8850.533742
570.0,240,8861.438921
358.0,210,8876.600134
340.0,198,8891.80992
362.0,215,8901.866791
276.0,180,8911.366381
172.0,152,8938.496698
1060.0,304,8959.653615
218.0,152,8970.088072
692.0,258,8998.991539
-38.0,120,9004.707755
660.0,262,9018.249163
502.0,207,9032.661254
340.0,172,9059.649956
232.0,160,9072.194592
258.0,204,9087.271414
588.0,210,9115.332146
232.0,171,9135.978963
610.0,234,9147.498893
696.0,250,9160.018797
1147.0,302,9184.30426
624.0,273,9218.717372
1041.0,252,9234.048019
358.0,200,9263.790966
186.0,175,9276.043849
358.0,189,9286.638744
92.0,134,9292.755795
268.0,157,9299.773548
286.0,200,9324.697587
696.0,274,9344.247105
946.0,248,9359.956496
304.0,150,9389.441632
724.0,242,9405.382983
498.0,214,9418.172099
466.0,232,9435.084239
882.0,298,9453.867959
714.0,256,9465.938555
800.0,315,9507.506957
470.0,218,9523.10236
358.0,210,9552.012326
838.0,270,9569.305804
787.0,242,9591.385438
506.0,245,9602.88461
520.0,192,9612.975754
340.0,186,9651.767318
-20.0,126,9661.224433
728.0,290,9678.740472
462.0,210,9693.077282
538.0,196,9719.553625
232.0,168,9727.543056
276.0,152,9734.633224
534.0,224,9751.375766
736.0,276,9770.824284
715.0,282,9789.509043
264.0,166,9800.611002
502.0,246,9831.059422
70.0,126,9838.796514
466.0,183,9857.001121
258.0,178,9865.159832
470.0,230,9882.320609
200.0,180,9894.90967
56.0,128,9904.281099
322.0,220,9916.833229
448.0,230,9965.839158
462.0,222,9982.488264
498.0,224,9999.039063
484.0,229,10011.02193
656.0,244,10028.50539
624.0,220,10038.075364
647.0,232,10055.623598
858.0,282,10077.742943
498.0,207,10091.294311
574.0,219,10103.884607
124.0,133,10111.638534
462.0,200,10141.0972
814.0,284,10161.053563
530.0,215,10170.717596
466.0,205,10188.074441
268.0,145,10197.44286
304.0,165,10208.490815
660.0,227,10221.735723
