#{"t_start": 1622266079.8235676, "env_id": "BZ-Tetris2-v0"}
r,l,t
416.0,204,10.524374
1014.0,326,26.167088
534.0,232,36.59139
692.0,280,54.235529
394.0,190,62.877176
678.0,278,83.828901
1041.0,232,101.065772
1214.0,358,116.848732
430.0,206,131.158952
452.0,258,154.926989
200.0,141,161.142577
580.0,260,172.935695
326.0,175,187.673974
868.0,278,199.682891
614.0,220,209.346817
340.0,156,216.548249
146.0,160,239.99233
634.0,226,250.705743
34.0,136,257.253747
646.0,248,268.645109
268.0,167,282.329075
466.0,224,292.62883
358.0,200,309.17836
64.0,190,317.794023
182.0,180,332.847259
1264.0,334,348.115225
777.0,244,359.832941
322.0,180,376.202892
308.0,192,393.789958
268.0,161,401.188292
340.0,146,407.970568
656.0,230,426.701515
905.0,292,442.374293
534.0,208,455.150218
588.0,220,477.538796
412.0,200,486.430692
692.0,310,499.901398
530.0,248,518.334648
823.0,266,531.110757
268.0,210,558.885412
646.0,238,572.021593
983.0,316,593.335329
570.0,246,604.408243
438.0,244,634.559922
100.0,162,645.773838
236.0,139,665.081695
502.0,198,679.206379
882.0,286,702.735306
570.0,260,714.647663
340.0,155,721.87802
873.0,332,753.650256
300.0,208,764.609421
268.0,175,776.140694
182.0,152,786.044386
430.0,190,795.00279
910.0,276,819.365062
6.0,138,825.871159
565.0,246,844.496831
304.0,197,861.862504
620.0,264,877.815406
664.0,245,892.899682
646.0,255,919.704878
842.0,290,940.259001
728.0,270,952.804102
760.0,266,972.877453
318.0,225,988.438327
394.0,211,1002.790128
815.0,262,1055.270582
1450.0,360,1075.968475
1327.0,340,1091.544006
380.0,184,1105.139444
705.0,308,1120.752485
588.0,236,1145.012324
556.0,236,1169.438393
426.0,206,1180.816454
466.0,180,1188.98444
204.0,185,1196.87887
732.0,242,1212.875902
624.0,250,1231.725906
610.0,190,1240.774931
358.0,186,1266.93777
769.0,286,1283.508647
272.0,210,1295.371458
308.0,198,1316.45934
692.0,270,1328.999472
498.0,254,1340.686403
402.0,198,1353.95036
800.0,306,1396.284774
402.0,255,1422.48314
751.0,276,1441.364512
506.0,214,1450.630156
362.0,180,1459.083335
1538.0,372,1497.257553
466.0,215,1510.382876
859.0,280,1542.384866
340.0,182,1550.852108
300.0,186,1564.972866
304.0,190,1573.754399
534.0,226,1584.207139
777.0,265,1622.686608
254.0,176,1633.082739
760.0,262,1645.393469
530.0,236,1656.181313
764.0,344,1677.284021
861.0,278,1697.409174
530.0,212,1728.292652
304.0,179,1740.897243
1014.0,324,1762.064252
552.0,220,1774.350157
660.0,250,1793.380989
542.0,255,1816.565509
574.0,226,1832.250441
462.0,239,1866.23362
570.0,198,1877.781253
412.0,242,1892.423077
628.0,279,1918.564864
1058.0,184,1926.965315
906.0,300,1939.835362
683.0,300,1962.078889
250.0,169,1973.2107
737.0,292,2002.823069
276.0,191,2025.750185
268.0,158,2033.236831
218.0,164,2040.516583
290.0,173,2048.378267
20.0,160,2056.013468
304.0,205,2074.535407
340.0,173,2095.776551
304.0,176,2106.617488
552.0,250,2124.484693
854.0,342,2162.345305
318.0,270,2174.936393
596.0,245,2199.381074
880.0,256,2210.904688
624.0,252,2223.729567
887.0,340,2263.967559
755.0,275,2280.608466
326.0,204,2299.604182
452.0,248,2316.200861
502.0,209,2325.796202
236.0,159,2334.008559
322.0,192,2345.629298
534.0,248,2375.727061
660.0,282,2400.676078
92.0,160,2407.918097
714.0,265,2425.550934
380.0,198,2434.073045
741.0,228,2444.289127
268.0,165,2452.481777
200.0,161,2489.100132
326.0,163,2498.940454
542.0,256,2516.714367
136.0,152,2524.119711
570.0,214,2539.973547
538.0,290,2552.878001
236.0,167,2561.003695
937.0,278,2613.048935
200.0,144,2623.066238
960.0,298,2641.948288
462.0,256,2657.122433
955.0,304,2678.211759
710.0,245,2696.822382
480.0,215,2706.157214
232.0,180,2721.369287
741.0,260,2737.799968
240.0,220,2750.847236
1368.0,272,2782.636464
268.0,185,2791.073818
534.0,230,2801.505648
660.0,230,2811.884917
322.0,183,2827.86668
972.0,270,2843.932424
334.0,188,2865.850424
502.0,232,2887.558076
466.0,255,2899.700124
552.0,260,2911.924118
906.0,255,2928.828732
182.0,166,2936.440784
448.0,256,2964.760156
570.0,204,2978.139227
788.0,252,3015.117288
624.0,258,3030.18263
340.0,164,3037.626557
300.0,158,3058.574163
416.0,215,3068.495568
551.0,260,3082.272208
344.0,217,3095.859957
380.0,230,3127.174917
566.0,242,3141.531225
534.0,239,3163.094766
660.0,242,3179.205278
416.0,205,3188.011146
488.0,243,3199.245762
882.0,334,3227.996498
498.0,200,3250.557282
520.0,228,3263.029645
304.0,174,3271.178878
1105.0,308,3291.719532
1015.0,284,3306.060672
502.0,238,3355.52533
942.0,316,3378.460202
340.0,204,3391.601359
290.0,226,3411.178568
663.0,260,3423.296688
742.0,308,3443.399263
494.0,244,3462.000478
683.0,240,3477.132298
268.0,199,3489.237018
823.0,302,3521.883889
402.0,180,3532.046521
696.0,254,3552.806131
394.0,230,3563.173226
444.0,242,3582.660389
362.0,186,3594.292329
764.0,270,3611.64595
326.0,206,3649.943383
430.0,232,3660.987875
768.0,251,3672.765135
268.0,181,3681.312788
692.0,218,3696.528386
390.0,185,3704.714869
402.0,200,3727.333754
620.0,306,3759.846071
160.0,216,3775.897583
362.0,222,3789.646785
416.0,244,3806.489115
262.0,188,3815.128559
551.0,280,3837.594223
542.0,240,3851.556747
896.0,288,3884.824492
394.0,190,3897.287508
588.0,235,3908.612903
818.0,285,3934.363847
520.0,220,3944.348807
268.0,179,3952.720654
1073.0,340,3984.930558
484.0,252,4001.572669
724.0,284,4026.377714
326.0,176,4040.23262
610.0,220,4050.099506
710.0,290,4063.211435
664.0,233,4095.553547
316.0,212,4120.718946
366.0,218,4135.099645
819.0,255,4151.958969
132.0,190,4170.733454
380.0,212,4180.103202
751.0,318,4193.713751
494.0,266,4221.109569
254.0,175,4232.175785
264.0,190,4243.945563
498.0,205,4268.554346
204.0,214,4278.514647
760.0,316,4301.736373
394.0,224,4312.075524
200.0,170,4327.467018
570.0,223,4340.966868
70.0,117,4349.065229
959.0,312,4381.197845
642.0,252,4400.470005
498.0,218,4410.125077
200.0,156,4416.761759
1019.0,286,4437.487236
484.0,272,4455.443793
426.0,208,4469.561874
322.0,200,4513.895763
466.0,231,4525.989023
502.0,240,4537.360211
534.0,254,4554.732094
615.0,265,4568.282462
214.0,184,4577.955296
218.0,208,4604.667925
498.0,200,4634.189468
462.0,256,4646.473665
380.0,210,4656.130324
200.0,111,4660.993366
534.0,205,4675.611675
462.0,240,4696.031228
462.0,225,4708.139984
534.0,236,4732.390711
1168.0,300,4748.687312
114.0,166,4756.115346
808.0,262,4780.573075
542.0,265,4793.740974
973.0,295,4814.080273
588.0,268,4850.368291
624.0,218,4865.630241
1110.0,290,4889.304831
326.0,184,4903.605049
964.0,365,4919.83218
520.0,256,4931.853793
268.0,166,4959.807712
340.0,162,4969.606597
254.0,181,4993.152003
290.0,166,5001.306499
272.0,152,5008.342384
669.0,224,5024.33853
742.0,244,5035.437255
610.0,264,5047.542669
264.0,176,5082.935374
492.0,258,5099.069739
570.0,232,5112.861485
556.0,206,5130.760943
340.0,168,5138.511823
430.0,183,5146.83769
304.0,180,5166.644216
733.0,250,5198.262071
502.0,203,5212.841626
670.0,208,5226.039657
416.0,179,5238.538007
578.0,228,5265.111612
232.0,162,5272.953758
596.0,268,5293.437703
268.0,186,5302.998896
272.0,186,5332.146994
796.0,266,5349.644681
286.0,194,5361.651194
696.0,270,5401.359246
190.0,205,5410.856015
628.0,228,5420.907142
254.0,202,5429.719369
542.0,225,5444.959312
832.0,296,5459.897781
430.0,201,5485.602769
570.0,272,5520.001461
651.0,250,5531.310267
570.0,210,5540.385868
588.0,270,5557.95555
186.0,174,5582.319746
728.0,245,5597.060474
340.0,158,5608.163482
186.0,161,5633.662378
168.0,165,5645.586042
656.0,261,5658.100988
913.0,270,5683.845309
728.0,244,5694.699832
696.0,240,5705.819632
534.0,216,5718.65486
618.0,240,5749.304474
791.0,264,5766.295358
430.0,236,5786.013561
466.0,184,5799.871562
682.0,236,5810.737814
1113.0,370,5827.560412
448.0,212,5853.050384
669.0,260,5882.356495
344.0,214,5892.947817
628.0,230,5909.268451
164.0,193,5917.813184
1035.0,270,5929.251486
692.0,260,5957.961803
1523.0,320,5980.522429
254.0,195,5993.135842
850.0,250,6028.603508
574.0,248,6041.701989
420.0,240,6063.828865
764.0,288,6084.873402
384.0,168,6095.6574
947.0,298,6114.930183
200.0,178,6126.569695
570.0,243,6154.899259
402.0,244,6173.456136
92.0,140,6179.737031
272.0,172,6187.200676
430.0,205,6201.344568
682.0,238,6212.392939
556.0,220,6223.885326
498.0,230,6267.095554
264.0,166,6277.466564
800.0,276,6289.886434
768.0,255,6306.768573
596.0,214,6316.730353
520.0,258,6330.485346
394.0,192,6356.949888
578.0,226,6389.440114
954.0,320,6410.191526
434.0,235,6421.701264
633.0,260,6442.487584
542.0,246,6460.879511
92.0,170,6468.726994
276.0,160,6493.427389
430.0,216,6506.506088
1119.0,314,6525.954345
430.0,205,6539.47957
592.0,220,6564.601317
200.0,154,6571.500652
214.0,220,6581.555754
480.0,250,6608.45746
290.0,180,6620.403424
272.0,163,6630.943517
977.0,272,6656.112389
1140.0,304,6676.864658
236.0,126,6682.498612
232.0,164,6690.030839
232.0,157,6696.933665
340.0,182,6712.964822
204.0,190,6724.043737
430.0,182,6753.752248
358.0,170,6764.339869
570.0,212,6797.856171
570.0,225,6813.872952
78.0,145,6820.391742
696.0,250,6831.631069
660.0,226,6853.747071
268.0,180,6862.683672
470.0,240,6876.932117
452.0,220,6888.793106
